0	0	0	0	0	0	0	0	0	0	0	0	0	0	-32.9349
1	0	0	0	0	0	0	0	0	0	0	0	0	0	-10.3743
0	1	0	0	0	0	0	0	0	0	0	0	0	0	-10.3743
0	0	1	0	0	0	0	0	0	0	0	0	0	0	-10.3743
0	0	0	1	0	0	0	0	0	0	0	0	0	0	-10.3743
0	0	0	0	1	0	0	0	0	0	0	0	0	0	-10.3743
0	0	0	0	0	1	0	0	0	0	0	0	0	0	-10.3743
0	0	0	0	0	0	1	0	0	0	0	0	0	0	-10.3743
0	0	0	0	0	0	0	1	0	0	0	0	0	0	-10.3743
0	0	0	0	0	0	0	0	1	0	0	0	0	0	-10.3743
0	0	0	0	0	0	0	0	0	1	0	0	0	0	-10.3743
0	0	0	0	0	0	0	0	0	0	1	0	0	0	-10.3743
0	0	0	0	0	0	0	0	0	0	0	1	0	0	-10.3743
0	0	0	0	0	0	0	0	0	0	0	0	1	0	-10.3743
0	0	0	0	0	0	0	0	0	0	0	0	0	1	-10.3743
1	1	0	0	0	0	0	0	0	0	0	0	0	0	-9.1027
1	0	1	0	0	0	0	0	0	0	0	0	0	0	-7.3755
1	0	0	1	0	0	0	0	0	0	0	0	0	0	-7.8439
1	0	0	0	1	0	0	0	0	0	0	0	0	0	-7.8866
1	0	0	0	0	1	0	0	0	0	0	0	0	0	-7.8814
1	0	0	0	0	0	1	0	0	0	0	0	0	0	-7.912
1	0	0	0	0	0	0	1	0	0	0	0	0	0	-7.8943
1	0	0	0	0	0	0	0	1	0	0	0	0	0	-7.936
1	0	0	0	0	0	0	0	0	1	0	0	0	0	-7.9492
1	0	0	0	0	0	0	0	0	0	1	0	0	0	-7.937
1	0	0	0	0	0	0	0	0	0	0	1	0	0	-7.9342
1	0	0	0	0	0	0	0	0	0	0	0	1	0	-7.939
1	0	0	0	0	0	0	0	0	0	0	0	0	1	-7.941
0	1	1	0	0	0	0	0	0	0	0	0	0	0	-9.1027
0	1	0	1	0	0	0	0	0	0	0	0	0	0	-7.3755
0	1	0	0	1	0	0	0	0	0	0	0	0	0	-7.8439
0	1	0	0	0	1	0	0	0	0	0	0	0	0	-7.8866
0	1	0	0	0	0	1	0	0	0	0	0	0	0	-7.8814
0	1	0	0	0	0	0	1	0	0	0	0	0	0	-7.912
0	1	0	0	0	0	0	0	1	0	0	0	0	0	-7.8943
0	1	0	0	0	0	0	0	0	1	0	0	0	0	-7.936
0	1	0	0	0	0	0	0	0	0	1	0	0	0	-7.9492
0	1	0	0	0	0	0	0	0	0	0	1	0	0	-7.937
0	1	0	0	0	0	0	0	0	0	0	0	1	0	-7.9342
0	1	0	0	0	0	0	0	0	0	0	0	0	1	-7.939
0	0	1	1	0	0	0	0	0	0	0	0	0	0	-9.1027
0	0	1	0	1	0	0	0	0	0	0	0	0	0	-7.3755
0	0	1	0	0	1	0	0	0	0	0	0	0	0	-7.8439
0	0	1	0	0	0	1	0	0	0	0	0	0	0	-7.8866
0	0	1	0	0	0	0	1	0	0	0	0	0	0	-7.8814
0	0	1	0	0	0	0	0	1	0	0	0	0	0	-7.912
0	0	1	0	0	0	0	0	0	1	0	0	0	0	-7.8943
0	0	1	0	0	0	0	0	0	0	1	0	0	0	-7.936
0	0	1	0	0	0	0	0	0	0	0	1	0	0	-7.9492
0	0	1	0	0	0	0	0	0	0	0	0	1	0	-7.937
0	0	1	0	0	0	0	0	0	0	0	0	0	1	-7.9342
0	0	0	1	1	0	0	0	0	0	0	0	0	0	-9.1027
0	0	0	1	0	1	0	0	0	0	0	0	0	0	-7.3755
0	0	0	1	0	0	1	0	0	0	0	0	0	0	-7.8439
0	0	0	1	0	0	0	1	0	0	0	0	0	0	-7.8866
0	0	0	1	0	0	0	0	1	0	0	0	0	0	-7.8814
0	0	0	1	0	0	0	0	0	1	0	0	0	0	-7.912
0	0	0	1	0	0	0	0	0	0	1	0	0	0	-7.8943
0	0	0	1	0	0	0	0	0	0	0	1	0	0	-7.936
0	0	0	1	0	0	0	0	0	0	0	0	1	0	-7.9492
0	0	0	1	0	0	0	0	0	0	0	0	0	1	-7.937
0	0	0	0	1	1	0	0	0	0	0	0	0	0	-9.1027
